id,name,Eng,type,Height,Weight,Generation,Status,HP,Attack,Defense,Special Attack,Special Defense,Speed,Capture Rate,Baby,Legendary,Evolution,URL
517,ムンナ,ムンナ: Munna,6,0.6,23.3,5,292,76,25,45,67,55,24,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png
518,ムシャーナ,ムシャーナ: Musharna,6,1.1,60.5,5,487,116,55,85,107,95,29,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png
519,マメパト,マメパト: Pidove,13,0.3,2.1,5,264,50,55,50,36,30,43,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png
520,ハトーボー,ハトーボー: Tranquill,13,0.6,15,5,358,62,77,62,50,42,65,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png
521,ケンホロウ,ケンホロウ: Unfezant,13,1.2,29,5,488,80,115,80,65,55,93,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png
522,シママ,シママ: Blitzle,2,0.8,29.8,5,295,45,60,32,50,32,76,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png
523,ゼブライカ,ゼブライカ: Zebstrika,2,1.6,79.5,5,497,75,100,63,80,63,116,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png
524,ダンゴロ,ダンゴロ: Roggenrola,5,0.4,18,5,280,55,75,85,25,25,15,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png
525,ガントル,ガントル: Boldore,5,0.9,102,5,390,70,105,105,50,40,20,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png
526,ギガイアス,ギガイアス: Gigalith,5,1.7,260,5,515,85,135,130,60,80,25,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png
527,コロモリ,コロモリ: Woobat,6,0.4,2.1,5,323,65,45,43,55,43,72,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png
528,ココロモリ,ココロモリ: Swoobat,6,0.9,10.5,5,425,67,57,55,77,55,114,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png
529,モグリュー,モグリュー: Drilbur,10,0.3,8.5,5,328,60,85,40,30,45,68,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png
530,ドリュウズ,ドリュウズ: Excadrill,10,0.7,40.4,5,508,110,135,60,50,65,88,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png
531,タブンネ,タブンネ: Audino,13,1.1,31,5,445,103,60,86,60,86,50,255,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png
532,ドッコラー,ドッコラー: Timburr,7,0.6,12.5,5,305,75,80,55,25,35,35,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png
533,ドテッコツ,ドテッコツ: Gurdurr,7,1.2,40,5,405,85,105,85,40,50,40,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png
534,ローブシン,ローブシン: Conkeldurr,7,1.4,87,5,505,105,140,95,55,65,45,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png
535,オタマロ,オタマロ: Tympole,17,0.5,4.5,5,294,50,50,40,50,40,64,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png
536,ガマガル,ガマガル: Palpitoad,17,0.8,17,5,384,75,65,55,65,55,69,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png
537,ガマゲロゲ,ガマゲロゲ: Seismitoad,17,1.5,62,5,509,105,95,75,85,75,74,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png
538,ナゲキ,ナゲキ: Throh,7,1.3,55.5,5,465,120,100,85,30,85,45,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png
539,ダゲキ,ダゲキ: Sawk,7,1.4,51,5,465,75,125,75,30,75,85,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png
540,クルミル,クルミル: Sewaddle,18,0.3,2.5,5,310,45,53,70,40,60,42,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png
541,クルマユ,クルマユ: Swadloon,18,0.5,7.3,5,380,55,63,90,50,80,42,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png
542,ハハコモリ,ハハコモリ: Leavanny,18,1.2,20.5,5,500,75,103,80,70,80,92,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png
543,フシデ,フシデ: Venipede,18,0.4,5.3,5,260,30,45,59,30,39,57,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png
544,ホイーガ,ホイーガ: Whirlipede,18,1.2,58.5,5,360,40,55,99,40,79,47,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png
545,ペンドラー,ペンドラー: Scolipede,18,2.5,200.5,5,485,60,100,89,55,69,112,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png
546,モンメン,モンメン: Cottonee,1,0.3,0.6,5,280,40,27,60,37,50,66,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png
547,エルフーン,エルフーン: Whimsicott,1,0.7,6.6,5,480,60,67,85,77,75,116,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png
548,チュリネ,チュリネ: Petilil,1,0.5,6.6,5,280,45,35,50,70,50,30,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png
549,ドレディア,ドレディア: Lilligant,1,1.1,16.3,5,480,70,60,75,110,75,90,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png
550,バスラオ,バスラオ: Basculin,17,1,18,5,460,70,92,65,80,55,98,25,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png
551,メグロコ,メグロコ: Sandile,10,0.7,15.2,5,292,50,72,35,35,35,65,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png
552,ワルビル,ワルビル: Krokorok,10,1,33.4,5,351,60,82,45,45,45,74,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png
553,ワルビアル,ワルビアル: Krookodile,10,1.5,96.3,5,519,95,117,80,65,70,92,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png
554,ダルマッカ,ダルマッカ: Darumaka,3,0.6,37.5,5,315,70,90,45,15,45,50,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png
555,ヒヒダルマ,ヒヒダルマ: Darmanitan,3,1.3,92.9,5,480,105,140,55,30,55,95,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png
556,マラカッチ,マラカッチ: Maractus,1,1,28,5,461,75,86,67,106,67,60,255,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png
557,イシズマイ,イシズマイ: Dwebble,18,0.3,14.5,5,325,50,65,85,35,35,55,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png
558,イワパレス,イワパレス: Crustle,18,1.4,200,5,485,70,105,125,65,75,45,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png
559,ズルッグ,ズルッグ: Scraggy,4,0.6,11.8,5,348,50,75,70,35,70,48,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png
560,ズルズキン,ズルズキン: Scrafty,4,1.1,30,5,488,65,90,115,45,115,58,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png
561,シンボラー,シンボラー: Sigilyph,6,1.4,14,5,490,72,58,80,103,80,97,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png
562,デスマス,デスマス: Yamask,8,0.5,1.5,5,303,38,30,85,55,65,30,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png
563,デスカーン,デスカーン: Cofagrigus,8,1.7,76.5,5,483,58,50,145,95,105,30,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png
564,プロトーガ,プロトーガ: Tirtouga,17,0.7,16.5,5,355,54,78,103,53,45,22,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png
565,アバゴーラ,アバゴーラ: Carracosta,17,1.2,81,5,495,74,108,133,83,65,32,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png
566,アーケン,アーケン: Archen,5,0.5,9.5,5,401,55,112,45,74,45,70,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png
567,アーケオス,アーケオス: Archeops,5,1.4,32,5,567,75,140,65,112,65,110,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png
568,ヤブクロン,ヤブクロン: Trubbish,11,0.6,31,5,329,50,50,62,40,62,65,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png
569,ダストダス,ダストダス: Garbodor,11,1.9,107.3,5,474,80,95,82,60,82,75,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png
570,ゾロア,ゾロア: Zorua,4,0.7,12.5,5,330,40,65,40,80,40,65,75,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png
571,ゾロアーク,ゾロアーク: Zoroark,4,1.6,81.1,5,510,60,105,60,120,60,105,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png
572,チラーミィ,チラーミィ: Minccino,13,0.4,5.8,5,300,55,50,40,40,40,75,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png
573,チラチーノ,チラチーノ: Cinccino,13,0.5,7.5,5,470,75,95,60,65,60,115,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png
574,ゴチム,ゴチム: Gothita,6,0.4,5.8,5,290,45,30,50,55,65,45,200,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png
575,ゴチミル,ゴチミル: Gothorita,6,0.7,18,5,390,60,45,70,75,85,55,100,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png
576,ゴチルゼル,ゴチルゼル: Gothitelle,6,1.5,44,5,490,70,55,95,95,110,65,50,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png
577,ユニラン,ユニラン: Solosis,6,0.3,1,5,290,45,30,40,105,50,20,200,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png
578,ダブラン,ダブラン: Duosion,6,0.6,8,5,370,65,40,50,125,60,30,100,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png
579,ランクルス,ランクルス: Reuniclus,6,1,20.1,5,490,110,65,75,125,85,30,50,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png
580,コアルヒー,コアルヒー: Ducklett,17,0.5,5.5,5,305,62,44,50,44,50,55,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png
581,スワンナ,スワンナ: Swanna,17,1.3,24.2,5,473,75,87,63,87,63,98,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png
582,バニプッチ,バニプッチ: Vanillite,9,0.4,5.7,5,305,36,50,50,65,60,44,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png
583,バニリッチ,バニリッチ: Vanillish,9,1.1,41,5,395,51,65,65,80,75,59,120,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png
584,バイバニラ,バイバニラ: Vanilluxe,9,1.3,57.5,5,535,71,95,85,110,95,79,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png
585,シキジカ,シキジカ: Deerling,13,0.6,19.5,5,335,60,60,50,40,50,75,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png
586,メブキジカ,メブキジカ: Sawsbuck,13,1.9,92.5,5,475,80,100,70,60,70,95,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png
587,エモンガ,エモンガ: Emolga,2,0.4,5,5,428,55,75,60,75,60,103,200,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png
588,カブルモ,カブルモ: Karrablast,18,0.5,5.9,5,315,50,75,45,40,45,60,200,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png
589,シュバルゴ,シュバルゴ: Escavalier,18,1,33,5,495,70,135,105,60,105,20,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png
590,タマゲタケ,タマゲタケ: Foongus,1,0.2,1,5,294,69,55,45,55,55,15,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png
591,モロバレル,モロバレル: Amoonguss,1,0.6,10.5,5,464,114,85,70,85,80,30,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png
592,プルリル,プルリル: Frillish,17,1.2,33,5,335,55,40,50,65,85,40,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png
593,ブルンゲル,ブルンゲル: Jellicent,17,2.2,135,5,480,100,60,70,85,105,60,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png
594,ママンボウ,ママンボウ: Alomomola,17,1.2,31.6,5,470,165,75,80,40,45,65,75,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png
595,バチュル,バチュル: Joltik,18,0.1,0.6,5,319,50,47,50,57,50,65,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png
596,デンチュラ,デンチュラ: Galvantula,18,0.8,14.3,5,472,70,77,60,97,60,108,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png
597,テッシード,テッシード: Ferroseed,1,0.6,18.8,5,305,44,50,91,24,86,10,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png
598,ナットレイ,ナットレイ: Ferrothorn,1,1,110,5,489,74,94,131,54,116,20,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png
599,ギアル,ギアル: Klink,14,0.3,21,5,300,40,55,70,45,60,30,130,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png
600,ギギアル,ギギアル: Klang,14,0.6,51,5,440,60,80,95,70,85,50,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png
601,ギギギアル,ギギギアル: Klinklang,14,0.6,81,5,520,60,100,115,70,85,90,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png
602,シビシラス,シビシラス: Tynamo,2,0.2,0.3,5,275,35,55,40,45,40,60,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png
603,シビビール,シビビール: Eelektrik,2,1.2,22,5,405,65,85,70,75,70,40,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png
604,シビルドン,シビルドン: Eelektross,2,2.1,80.5,5,515,85,115,80,105,80,50,30,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png
605,リグレー,リグレー: Elgyem,6,0.5,9,5,335,55,55,55,85,55,30,255,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png
606,オーベム,オーベム: Beheeyem,6,1,34.5,5,485,75,75,75,125,95,40,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png
607,ヒトモシ,ヒトモシ: Litwick,8,0.3,3.1,5,275,50,30,55,65,55,20,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png
608,ランプラー,ランプラー: Lampent,8,0.6,13,5,370,60,40,60,95,60,55,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png
609,シャンデラ,シャンデラ: Chandelure,8,1,34.3,5,520,60,55,90,145,90,80,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png
610,キバゴ,キバゴ: Axew,12,0.6,18,5,320,46,87,60,30,40,57,75,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png
611,オノンド,オノンド: Fraxure,12,1,36,5,410,66,117,70,40,50,67,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png
612,オノノクス,オノノクス: Haxorus,12,1.8,105.5,5,540,76,147,90,60,70,97,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png
613,クマシュン,クマシュン: Cubchoo,9,0.5,8.5,5,305,55,70,40,60,40,40,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png
614,ツンベアー,ツンベアー: Beartic,9,2.6,260,5,505,95,130,80,70,80,50,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png
615,フリージオ,フリージオ: Cryogonal,9,1.1,148,5,515,80,50,50,95,135,105,25,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png
616,チョボマキ,チョボマキ: Shelmet,18,0.4,7.7,5,305,50,40,85,40,65,25,200,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png
617,アギルダー,アギルダー: Accelgor,18,0.8,25.3,5,495,80,70,40,100,60,145,75,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png
618,マッギョ,マッギョ: Stunfisk,10,0.7,11,5,471,109,66,84,81,99,32,75,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png
619,コジョフー,コジョフー: Mienfoo,7,0.9,20,5,350,45,85,50,55,50,65,180,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png
620,コジョンド,コジョンド: Mienshao,7,1.4,35.5,5,510,65,125,60,95,60,105,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png
621,クリムガン,クリムガン: Druddigon,12,1.6,139,5,485,77,120,90,60,90,48,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png
622,ゴビット,ゴビット: Golett,10,1,92,5,303,59,74,50,35,50,35,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png
623,ゴルーグ,ゴルーグ: Golurk,10,2.8,330,5,483,89,124,80,55,80,55,90,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png
624,コマタナ,コマタナ: Pawniard,4,0.5,10.2,5,340,45,85,70,40,40,60,120,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png
625,キリキザン,キリキザン: Bisharp,4,1.6,70,5,490,65,125,100,60,70,70,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png
626,バッフロン,バッフロン: Bouffalant,13,1.6,94.6,5,490,95,110,95,40,95,55,45,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png
627,ワシボン,ワシボン: Rufflet,13,0.5,10.5,5,350,70,83,50,37,50,60,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png
628,ウォーグル,ウォーグル: Braviary,13,1.5,41,5,510,100,123,75,57,75,80,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png
629,バルチャイ,バルチャイ: Vullaby,4,0.5,9,5,370,70,55,75,45,65,60,190,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png
630,バルジーナ,バルジーナ: Mandibuzz,4,1.2,39.5,5,510,110,65,105,55,95,80,60,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png
631,クイタラン,クイタラン: Heatmor,3,1.4,58,5,484,85,97,66,105,66,65,90,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png
632,アイアント,アイアント: Durant,18,0.3,33,5,484,58,109,112,48,48,109,90,FALSE,FALSE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png
633,モノズ,モノズ: Deino,4,0.8,17.3,5,300,52,65,50,45,50,38,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png
634,ジヘッド,ジヘッド: Zweilous,4,1.4,50,5,420,72,85,70,65,70,58,45,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png
635,サザンドラ,サザンドラ: Hydreigon,4,1.8,160,5,600,92,105,90,125,90,98,45,FALSE,FALSE,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png
636,メラルバ,メラルバ: Larvesta,18,1.1,28.8,5,360,55,85,55,50,55,60,45,FALSE,FALSE,1,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png
637,ウルガモス,ウルガモス: Volcarona,18,1.6,46,5,550,85,60,65,135,105,100,15,FALSE,FALSE,2,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png
638,コバルオン,コバルオン: Cobalion,14,2.1,250,5,580,91,90,129,90,72,108,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png
639,テラキオン,テラキオン: Terrakion,5,1.9,260,5,580,91,129,90,72,90,108,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png
640,ビリジオン,ビリジオン: Virizion,1,2,200,5,580,91,90,72,90,129,108,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png
641,トルネロス,トルネロス: Tornadus,15,1.5,63,5,580,79,115,70,125,80,111,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png
642,ボルトロス,ボルトロス: Thundurus,2,1.5,61,5,580,79,115,70,125,80,111,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png
643,レシラム,レシラム: Reshiram,12,3.2,330,5,680,100,120,100,150,120,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png
644,ゼクロム,ゼクロム: Zekrom,12,2.9,345,5,680,100,150,120,120,100,90,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png
645,ランドロス,ランドロス: Landorus,10,1.5,68,5,600,89,125,90,115,80,101,3,FALSE,TRUE,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png
